,time_start,time_end,id,energy,carbon/operational,carbon/embodied,carbon,sci
121,1771499057,1772363058,15394091,0.0003467786375979,951.2697150672708,39429.15209125494,40380.42180632193,5.608391917544712
122,1771492461,1771502737,15394113,0.000172458349347,11.241362210522976,127.63715066539982,138.8785128759222,0.8121550460580246
123,1771492261,1771513430,15394112,0.0001724981010348,23.14116882557642,262.738462188426,285.87963101400027,0.8121580426534099
124,1771491011,1771514142,15394111,0.0001725073395509,25.3102282454866,287.370193018591,312.68042126407545,0.8121569383482479
125,1771489930,1771509332,15394110,0.0001724945630612,21.236052021548492,241.09239570131132,262.3284477228582,0.8121623768509542
126,1771487039,1771519864,15394139,0.0001718600726903,35.96482424447254,487.120456537809,523.0852807822839,0.9562802208085628
127,1771486269,1771519235,15394138,0.0001719311102549,36.10985019982729,488.90151853611906,525.0113687359487,0.9563048610855168
128,1771485198,1771517382,15394137,0.0001719466818189,35.25900298337787,477.3246155471036,512.5836185304836,0.956312721138962
129,1771482090,1771499056,15394109,0.0001724734662085,18.53776946882945,210.48933618504572,229.0271056538736,0.8121528569286297
130,1771480269,1771513338,15394136,0.0001719356030045,36.240059169890934,490.6825805344291,526.9226397043223,0.9563024314053036
131,1771477787,1771491006,15394108,0.0001724951726075,14.465797605972863,164.21153886776602,178.677336473738,0.8121697112442636
132,1771477537,1771524955,15394107,0.0001725736732653,51.95872196377905,589.6687077524341,641.6274297162095,0.812186619893936
133,1771477447,1771492460,15394106,0.0001724098605753,16.42703463815673,186.6040214406433,203.03105607879877,0.812124224315195
134,1771475971,1771489922,15394105,0.0001724502412831,15.249620044153108,173.16853189691693,188.41815194106908,0.8121472066425391
135,1771474450,1771492256,15394104,0.0001724977999193,19.45806367901865,220.93916138572175,240.39722506473888,0.8121527873808746
136,1771473350,1771480264,15394146,0.0001719291764463,7.536050813128336,85.83784986269558,93.37390067582366,0.8119469623984666
137,1771473350,1771485191,15394151,0.0001719155211969,12.905846059620314,147.04396889522678,159.94981495484635,0.8119279946946516
138,1771467474,1771482084,15394102,0.0001724413926249,15.972296988784048,181.3791088403053,197.35140582908812,0.8121457030003626
139,1771465191,1771475963,15394101,0.0001724940693408,11.767587439470384,133.60847935150042,145.3760667909702,0.8121567977149174
140,1771462759,1771477535,15394100,0.0001724749817175,16.16972888333904,183.618357097593,199.78808598093087,0.8121466909793938
141,1771459448,1771477778,15394099,0.0001724706665919,20.04822738642879,227.65690615758496,247.70513354401223,0.8121479788328271
142,1771457024,1771474446,15394098,0.0001724518490582,19.06117656349692,216.46066487114632,235.52184143464177,0.8121442808091096
143,1771456844,1771477440,15394097,0.0001724037838006,22.53650336893971,256.02071741656283,278.557220785501,0.8121201772172041
144,1771453558,1771486261,15394135,0.0001719391732281,35.84939361932989,485.3393945394989,521.1887881588315,0.9563097030437274
145,1771453548,1771487031,15394134,0.0001718384853263,36.68167032593605,496.9162975285143,533.5979678544523,0.9562687595957928
146,1771453438,1771467087,15394096,0.0001724636160327,14.922312982590505,169.43645146810405,184.3587644506935,0.8121531473598834
147,1771452497,1771465188,15394093,0.00017247049524,13.86947890486235,157.49379409590284,171.36327300076428,0.8121482132737644
148,1771448306,1771457018,15394078,0.0001724651032912,9.530913510904636,108.23033243557283,117.76124594647706,0.8121465237688074
149,1771447215,1771453436,15394089,0.000171953277603,6.745365572178853,92.76905286227282,99.51441843445176,0.9661594022762306
150,1771445076,1771462758,15394077,0.000172443777028,19.322678158863074,219.44632921419665,238.76900737305832,0.8121394808607426
151,1771442299,1771456840,15394076,0.0001724364917921,15.9050323910364,180.6326927545427,196.53772514557804,0.8121393601056943
152,1771442149,1771452494,15394075,0.0001724448013374,11.304348081202743,128.3835667511624,139.68791483236458,0.8121390397230499
153,1771442029,1771447211,15394074,0.0001724343362363,5.651288426090568,64.1917833755809,69.84307180167147,0.8121287418799008
154,1771441939,1771445076,15394073,0.0001724854909493,3.4180831398571785,38.813636459653566,42.23171959951075,0.8121484538367452
155,1771441791,1771459440,15394072,0.0001724800013986,19.326175091728313,219.44632921419665,238.77250430592355,0.8121513751902162
156,1771432757,1771439751,15394070,0.0001724113695329,7.620947795637569,86.58426594845815,94.20521374409554,0.8121139115870306
157,1771432426,1771448297,15394069,0.0001724261794675,17.34772961710136,197.05384664131935,214.40157625841945,0.8121271827970434
158,1771413977,1771414445,15394041,0.0001716253907751,0.4570411176550245,3.278279731727925,3.7353208493829495,0.5336172641975642
159,1771411058,1771415329,15394053,0.0001719662822955,4.648818082372303,63.94759954583866,68.59641762821092,0.9661467271579002
160,1771409531,1771413976,15394052,0.0001720005862263,4.846365163817772,66.64961079425437,71.49597595807211,0.9661618372712448
161,1771408682,1771416501,15394051,0.000171974366027,8.514784814689689,117.08715409801412,125.60193891270404,0.966168760866954
162,1771408229,1771409530,15394050,0.0001719732854251,1.3738408491400584,18.91407873891001,20.287919588050062,0.9660914089547652
163,1771406516,1771408681,15394049,0.0001719863226156,2.35682315309055,32.42413498098857,34.780958134079135,0.9661377259466426
164,1771406217,1771406515,15394048,0.0001716018850605,0.2610462449842636,3.6026816645542876,3.863727909538551,0.9659319773846378
165,1771404058,1771406216,15394047,0.0001716875775066,2.2890859925212106,31.52346456485,33.81255055737123,0.9660728730677496
